Gene	t_7	t_8	t_9	t_10	t_11	t_12	n_1	n_2	n_3	n_4	n_5	n_6
LOC105377675	10	34	4	19	0	172	12	2	22	4	6	27
LOC105377945	27	56	6	31	2	16	24	30	148	42	112	43
LOC105378083	8	7	6	12	2	15	30	8	17	14	13	30
LOC105378150	53	18	2	29	22	168	12	7	8	21	28	58
LOC105378179	13	30	12	4	0	22	20	6	28	6	15	16
LOC105378443	17	14	10	13	0	8	15	10	32	8	33	23
LOC105378519	13	0	2	0	0	6	65	60	64	31	31	113
LOC105378539	34	35	11	34	2	4	40	17	32	30	36	166
LOC105378626	20	50	29	2	13	4	42	25	69	55	48	73
LOC105378688	14	15	4	21	4	4	6	4	12	8	21	13
LOC105378819	14	10	2	16	0	2	16	12	32	12	16	26
LOC105378841	13	16	14	7	2	9	29	12	7	7	32	70
LOC105378909	34	8	0	25	0	10	62	91	214	82	56	141
LOC105378948	22	26	24	50	7	2	18	22	22	55	65	49
LOC105378954	16	14	38	11	0	51	24	20	47	18	39	31
LOC105379362	34	20	28	16	8	692	55	26	64	22	78	88
LOC105379395	10	10	10	18	2	12	8	12	38	42	25	21
LOC105379426	15	20	3	0	7	4	21	32	61	112	148	48
LOC105379857	15	10	4	0	0	6	20	12	35	12	47	36
LOC105747689	22	88	0	18	6	13	14	32	18	6	65	8
LOC107983998	51	39	6	49	9	5	112	55	160	101	102	134
LOC107984011	28	6	8	4	2	30	71	87	172	54	177	112
LOC107984026	6	74	7	15	5	4	19	5	15	3	37	12
LOC107984036	8	53	10	20	4	59	17	8	16	24	8	39
LOC107984063	25	42	44	21	0	46	18	4	14	22	21	35
LOC107984128	16	18	6	5	16	12	12	21	20	3	22	8
LOC107984138	10	17	14	7	6	13	13	6	36	18	18	15
LOC107984140	12	6	26	42	1	0	4	7	11	8	20	19
LOC107984200	18	13	13	14	2	0	10	24	41	34	51	35
LOC107984224	9	20	7	10	0	10	21	4	19	16	16	38
LOC107984243	8	36	16	6	2	10	6	2	12	14	20	16
LOC107984251	32	15	48	13	7	27	36	50	89	28	43	21
LOC107984270	99	10	27	12	10	174	243	90	170	36	416	171
LOC107984293	2	14	0	19	0	9	2	6	9	22	15	12
LOC107984316	45	136	2	21	2	72	49	100	138	29	124	134
LOC107984360	83	8	0	2	0	0	127	231	293	40	191	133
LOC107984387	33	149	10	20	4	14	34	52	36	49	70	91
LOC107984428	38	0	2	8	0	5	83	133	198	189	58	127
LOC107984494	31	12	0	20	0	28	4	14	16	2	4	25
LOC107984567	27	145	17	44	19	11	4	7	10	4	8	4
LOC107984658	321	295	127	206	116	236	451	343	711	206	681	460
LOC107984659	85	142	52	100	6	96	94	103	198	58	175	191
LOC107984660	8	20	8	24	2	2	17	3	17	6	13	17
LOC107984741	14	33	6	16	1	9	19	22	17	13	20	53
LOC107984745	16	6	2	6	0	27	18	14	30	29	23	88
LOC107984754	138	206	86	103	49	14	137	126	212	211	503	259
LOC107984834	10	20	3	21	0	3	18	7	30	4	8	11
LOC107984837	18	17	23	48	0	10	18	7	10	10	26	16
LOC107984875	9	26	21	34	4	64	14	6	34	21	17	23
LOC107984877	92	10	4	13	57	3	139	140	225	209	483	151
LOC107984950	39	59	17	30	14	6	45	33	48	33	74	45
LOC107984952	47	39	22	28	0	25	53	31	96	12	164	12
LOC107984974	52	70	137	82	5	36	118	65	154	94	130	175
LOC107984986	14	19	25	25	3	15	7	12	20	7	28	26
LOC107985000	4	72	2	10	8	14	14	6	19	4	37	23
LOC107985014	4	16	4	30	37	32	26	32	35	4	36	30
LOC107985040	4	37	48	19	1	2	6	20	8	4	21	3
LOC107985216	114	165	122	253	42	33	324	82	88	137	173	240
LOC107985246	28	28	78	125	12	87	56	34	96	87	45	120
LOC107985251	83	48	2	4	5	16	38	60	89	46	88	294
LOC107985302	10	21	9	12	2	3	40	54	118	40	140	43
LOC107985360	22	52	10	22	3	1	12	10	23	22	20	38
LOC107985367	23	111	9	18	24	9	17	43	26	32	20	27
LOC107985393	3	2	12	7	2	4	22	17	20	6	20	10
LOC107985400	8	8	10	14	0	18	16	14	39	22	26	30
LOC107985403	8	32	9	20	8	5	4	33	23	15	24	39
LOC107985404	17	10	6	6	2	8	18	5	33	20	35	38
LOC107985433	23	38	71	8	4	16	22	0	4	4	29	15
LOC107985481	68	32	9	62	2	8	35	30	57	71	92	78
LOC107985513	22	0	79	4	4	544	21	49	114	14	187	54
LOC107985532	14	84	69	36	6	13	22	13	14	2	14	51
LOC107985544	27	39	28	8	2	17	28	21	27	19	34	38
LOC107985567	32	53	31	22	3	14	28	38	55	16	101	38
LOC107985770	14	12	0	2	6	8	46	25	40	20	41	65
LOC107985780	46	52	12	26	8	4	39	21	59	56	57	36
LOC107985911	9	11	25	16	3	20	12	12	34	41	26	30
LOC107985917	27	11	124	112	82	91	51	28	66	62	58	120
LOC107985923	14	19	38	15	2	33	20	15	12	14	24	19
LOC107985939	7	22	0	7	22	8	8	10	15	22	22	23
LOC107985944	20	6	11	26	2	9	42	24	17	21	30	27
LOC107985967	12	0	0	0	2	0	37	32	67	12	42	31
LOC107986058	32	9	4	20	2	10	73	32	51	46	132	98
LOC107986063	10	9	4	10	0	3	26	20	27	25	59	110
LOC107986084	46	107	24	49	28	5	58	51	54	46	110	65
LOC107986119	11	42	30	32	8	21	14	4	7	25	15	30
LOC107986121	9	12	9	9	0	7	10	11	28	15	20	26
LOC107986153	70	51	24	24	2	44	33	54	51	15	42	39
LOC107986160	34	22	24	26	0	25	28	24	38	12	27	18
LOC107986163	7	19	22	6	13	8	14	10	14	13	20	26
LOC107986206	28	8	0	6	20	8	86	22	82	42	119	89
LOC107986211	76	147	61	80	37	6	52	21	79	95	68	109
LOC107986246	12	22	2	8	8	4	14	8	21	12	36	24
LOC107986265	196	138	238	209	24	447	260	209	362	145	264	209
LOC107986363	16	8	2	14	0	2	32	31	38	8	90	27
LOC107986397	563	0	21	42	34	72	169	24	83	95	252	219
LOC107986454	44	4	0	4	2	0	69	80	83	51	203	77
LOC107986465	15	4	8	14	4	6	7	6	8	6	8	6
LOC107986488	21	30	6	19	7	2	12	16	42	30	40	52
LOC107986599	35	13	19	20	8	8	26	85	94	37	172	58
LOC107986649	116	76	50	88	2	48	103	144	233	70	141	233
LOC107986655	28	35	6	2	2	4	26	116	43	12	195	22
LOC107986669	37	0	2	11	1	55	133	29	185	15	65	1572
LOC107986847	20	0	0	0	0	3	22	20	65	24	56	94
LOC107986852	11	29	42	22	0	28	13	12	10	11	6	37
LOC107986853	14	12	8	16	0	10	13	12	18	4	48	31
LOC107986871	10	58	9	19	10	6	12	7	16	35	25	56
LOC107986961	4	0	11	14	4	119	4	0	13	4	8	62
LOC107986962	43	96	79	65	62	52	41	23	39	20	33	178
LOC107987043	38	12	4	12	0	0	70	34	23	32	44	39
LOC107987063	14	8	3	9	6	5	19	19	34	13	25	34
LOC107987072	15	4	7	16	2	18	16	14	19	10	8	52
LOC107987095	0	12	20	6	0	8	30	2	20	6	16	34
LOC107987097	28	35	34	37	10	54	34	17	114	34	76	52
LOC107987118	38	59	6	12	11	15	57	146	217	56	167	200
LOC107987141	23	17	35	25	14	10	18	18	35	26	22	50
LOC107987209	89	36	54	4	0	2	63	34	75	54	90	79
LOC107987223	772	3	15	20	2	38	3	4	4	2	10	3
LOC107987245	80	73	21	38	14	2	74	62	113	55	113	111
LOC107987250	107	57	54	28	10	12	468	307	392	375	383	542
LOC107987251	66	8	4	9	4	16	162	65	168	80	125	143
LOC107987299	47	58	6	23	2	6	43	30	29	33	111	74
LOC108783654	31	69	109	98	6	18	81	41	113	56	100	92
LOC112267872	33	82	16	21	12	31	52	21	63	50	73	58
LOC112267877	18	32	41	5	1	14	38	20	49	28	76	131
LOC112267883	14	28	14	19	2	57	64	17	37	14	42	38
LOC112267992	10	0	37	66	0	227	5	56	124	19	126	109
LOC112268024	142	8	6	22	4	12	47	86	137	132	209	231
LOC112268025	0	10	2	2	3	8	20	13	31	6	23	20
LOC112268037	173	246	215	287	28	711	76	165	171	26	233	188
LOC112268054	20	4	2	12	14	17	36	37	56	18	58	37
LOC112268088	67	4	2	8	2	2	63	37	57	38	34	95
LOC112268097	24	12	40	24	9	21	20	20	22	9	40	33
LOC112268124	42	60	62	47	6	166	98	69	112	50	109	56
LOC112268131	20	17	16	16	0	5	38	20	22	58	48	72
LOC112268148	24	15	4	4	0	2	21	8	30	18	60	21
LOC112268163	5	17	11	16	0	22	6	10	19	19	32	26
LOC112268170	119	46	34	89	13	5	56	134	239	68	206	95
LOC112268184	18	23	12	19	2	2	3	4	17	10	19	12
LOC112268219	31	59	27	42	16	10	36	23	76	31	119	55
LOC112268235	25	12	14	23	5	0	30	19	55	60	40	36
LOC112268252	11	157	8	68	16	150	15	10	36	6	36	15
LOC112268254	55	50	8	21	6	6	34	14	32	56	77	112
LOC112268256	37	110	46	79	17	21	24	42	64	77	88	97
LOC112268259	129	350	72	105	35	80	122	90	194	136	226	167
LOC112268267	106	183	42	130	9	34	39	103	144	100	192	171
LOC112268269	33	20	15	28	2	6	37	29	34	18	21	37
LOC112268292	44	63	0	94	2	71	20	28	28	29	119	40
LOC112268301	123	14	16	44	10	34	152	86	151	67	310	124
LOC112268412	46	98	45	150	22	89	138	91	158	110	312	125
LOC112268420	10	0	4	12	10	8	12	4	18	20	12	22
LOC112268430	87	64	13	41	6	11	34	50	71	8	173	61
LOC112268458	14	53	21	29	2	7	26	10	5	15	12	19
LOC145783	23	31	25	12	4	62	52	38	56	42	40	43
LOC152048	18	52	5	24	0	16	12	10	42	10	26	52
LOC153684	23	46	23	35	2	8	34	19	52	58	46	142
LOC155060	100	190	61	87	25	41	298	97	220	118	238	329
LOC171391	25	40	52	36	18	16	33	13	59	68	70	79
LOC200772	15	90	18	3	0	2	51	22	72	4	51	50
LOC202181	49	56	2	63	12	12	33	36	55	92	58	98
LOC220729	95	253	93	99	28	31	114	139	373	166	165	318
LOC257396	18	22	29	14	2	42	24	14	44	22	21	73
LOC283177	79	354	8	2	94	27	26	0	9	0	31	51
LOC283335	98	46	31	40	4	50	124	166	207	70	169	174
LOC283788	85	178	109	98	27	32	192	169	240	409	150	626
LOC283922	34	70	13	23	9	8	30	61	76	42	52	85
LOC284581	77	0	23	0	0	0	122	3	261	90	0	174
LOC285074	36	11	41	24	2	9	33	36	59	32	30	75
LOC286437	33	51	24	24	9	16	88	78	191	173	94	170
LOC339803	50	76	198	74	4	251	69	53	108	60	70	119
LOC374443	105	129	231	103	8	272	99	37	105	91	108	115
LOC389641	107	31	46	62	4	43	15	30	66	18	20	17
LOC389765	60	39	22	32	12	55	50	74	143	70	76	145
LOC389834	15	76	102	27	29	143	22	14	93	5	123	111
LOC389906	73	55	117	80	17	31	45	69	48	62	72	44
LOC391322	8	35	20	18	2	0	8	11	26	28	35	13
LOC399975	71	123	10	18	0	8	56	40	75	36	46	82
LOC400499	33	34	16	24	7	12	32	58	34	18	50	98
LOC401261	45	77	19	45	14	12	12	12	19	56	54	63
LOC401478	43	0	0	2	10	6	171	158	215	202	447	264
LOC441155	16	40	33	65	8	43	39	29	53	31	48	52
LOC441204	57	11	90	40	11	28	239	173	192	198	243	141
LOC441242	11	17	30	17	4	9	32	8	22	35	21	63
LOC441455	16	39	4	52	2	15	19	2	24	14	20	21
LOC441666	43	64	62	45	13	134	36	28	62	112	10	56
LOC554206	4	8	4	24	2	18	22	14	20	18	9	5
LOC642846	53	105	75	87	9	12	45	34	141	45	57	87
LOC643072	26	29	29	35	5	69	45	24	50	46	28	84
LOC643441	14	1	0	0	8	28	43	9	34	47	30	44
LOC644285	18	14	4	26	10	12	34	72	92	118	92	130
LOC644656	34	51	30	20	22	26	8	14	44	22	28	48
LOC645513	16	60	29	24	5	39	41	43	99	46	74	104
LOC646471	66	95	38	48	8	45	58	58	112	73	109	101
LOC646588	58	0	14	2	24	14	38	40	34	69	99	37
LOC646762	93	84	163	117	28	36	113	95	173	115	122	268
LOC647070	14	36	30	32	6	27	16	27	28	8	47	36
LOC648987	51	20	36	22	12	56	58	45	124	72	59	105
LOC652276	13	19	28	9	0	9	5	12	10	17	20	28
LOC653160	23	53	8	28	0	18	57	22	82	62	134	118
LOC653513	37	24	56	36	0	35	35	16	72	28	55	148
LOC728024	30	0	16	10	0	34	20	16	19	18	37	52
LOC728392	106	94	28	89	44	70	305	136	303	236	395	546
LOC728613	51	135	34	40	29	53	41	24	66	44	63	95
LOC728715	12	16	39	52	1	7	23	23	18	24	36	16
LOC728743	89	207	50	232	20	24	165	100	225	225	171	207
LOC728975	36	48	48	80	10	0	32	41	84	50	50	53
LOC729218	163	132	86	225	33	14	172	215	299	167	407	260
LOC729291	37	98	14	11	4	55	56	30	60	24	36	111
LOC729603	46	47	32	32	14	8	52	38	23	43	56	60
LOC729683	36	34	54	81	0	6	16	24	39	12	41	13
LOC729737	126	1305	253	865	28	22	213	163	133	136	478	103
LOC729867	21	15	0	8	0	2	18	17	20	14	25	18
LOC729970	56	12	56	14	7	112	112	130	233	85	208	167
LOC730101	61	126	134	142	25	168	56	36	152	90	69	239
LOC90246	30	0	10	128	4	38	121	63	145	174	89	66
LOC93622	215	272	359	311	61	316	332	253	349	223	336	341
LONP1	844	424	796	1084	126	134	985	991	1597	630	1211	1006
LONP2	783	720	581	464	93	614	771	809	1442	864	941	1395
LONRF1_1	26	11	8	33	2	12	38	57	86	28	85	42
LONRF2	327	4	12	94	69	79	287	309	933	128	738	589
LONRF3	1388	64	166	147	54	190	517	1198	2023	352	1776	1059
LOX	379	330	748	1494	12	1222	397	474	579	445	578	409
LOXL1	97	137	620	495	17	207	148	114	224	121	306	171
LOXL1-AS1	12	13	106	24	6	37	23	14	32	22	22	74
LOXL2	443	247	312	873	32	232	304	467	517	386	435	137
LOXL3	77	53	297	115	6	20	94	51	189	82	215	105
LOXL4	175	27	726	195	12	70	190	107	261	136	240	236
LPAR1	427	130	439	406	6	772	519	516	1226	258	1019	554
LPAR2	252	244	375	708	36	87	200	208	358	172	404	219
LPAR3	78	77	126	12	2	187	61	109	134	110	82	481
LPAR5	51	23	58	68	0	12	34	44	92	14	59	20
LPAR6	281	543	962	458	109	1223	424	448	539	453	502	368
LPCAT1	324	0	2	12	4	0	103	69	177	42	58	128
LPCAT2	323	409	633	386	32	653	422	301	493	366	526	419
LPCAT3	274	49	59	65	2	60	314	278	461	162	320	400
LPCAT4	261	657	215	346	38	103	462	184	576	416	423	711
LPGAT1	1146	1430	1191	1662	210	1235	826	972	1527	942	1154	1375
